datetime,btc_open,btc_high,btc_low,btc_close,btc_volume,ndx_open,ndx_high,ndx_low,ndx_close,vix_open,vix_high,vix_low,vix_close,gold_open,gold_high,gold_low,gold_close,gold_volume
2024-01-01 00:00:00+00:00,42278.79,42552.9,42278.79,42488.93,16.38632,409.3,409.84,409.14,409.52,13.220000267028809,13.229999542236328,13.1899995803833,13.220000267028809,2083.199951171875,2084.0,2078.39990234375,2078.699951171875,4161.0
2024-01-01 01:00:00+00:00,42488.89,42682.0,42425.4,42570.11,10.33035,409.3,409.84,409.14,409.52,13.220000267028809,13.229999542236328,13.1899995803833,13.220000267028809,2083.199951171875,2084.0,2078.39990234375,2078.699951171875,4161.0
2024-01-01 02:00:00+00:00,42600.36,42610.16,42507.14,42558.62,2.36116,409.3,409.84,409.14,409.52,13.220000267028809,13.229999542236328,13.1899995803833,13.220000267028809,2083.199951171875,2084.0,2078.39990234375,2078.699951171875,4161.0
2024-01-01 03:00:00+00:00,42589.35,42589.38,42260.45,42320.95,7.21879,409.3,409.84,409.14,409.52,13.220000267028809,13.229999542236328,13.1899995803833,13.220000267028809,2083.199951171875,2084.0,2078.39990234375,2078.699951171875,4161.0
2024-01-01 04:00:00+00:00,42338.81,42391.77,42226.36,42354.2,2.5411,409.3,409.84,409.14,409.52,13.220000267028809,13.229999542236328,13.1899995803833,13.220000267028809,2083.199951171875,2084.0,2078.39990234375,2078.699951171875,4161.0
2024-01-01 05:00:00+00:00,42354.27,42392.33,42212.0,42244.32,2.39085,409.3,409.84,409.14,409.52,13.220000267028809,13.229999542236328,13.1899995803833,13.220000267028809,2083.199951171875,2084.0,2078.39990234375,2078.699951171875,4161.0
2024-01-01 06:00:00+00:00,42254.9,42456.9,42224.32,42412.37,4.02119,409.3,409.84,409.14,409.52,13.220000267028809,13.229999542236328,13.1899995803833,13.220000267028809,2083.199951171875,2084.0,2078.39990234375,2078.699951171875,4161.0
2024-01-01 07:00:00+00:00,42383.39,42500.0,42383.39,42490.0,3.63702,409.3,409.84,409.14,409.52,13.220000267028809,13.229999542236328,13.1899995803833,13.220000267028809,2083.199951171875,2084.0,2078.39990234375,2078.699951171875,4161.0
2024-01-01 08:00:00+00:00,42466.74,42545.07,42450.23,42528.98,4.77631,409.3,409.84,409.14,409.52,13.220000267028809,13.229999542236328,13.1899995803833,13.220000267028809,2083.199951171875,2084.0,2078.39990234375,2078.699951171875,4161.0
2024-01-01 09:00:00+00:00,42528.98,42679.99,42528.98,42614.78,4.2937,409.3,409.84,409.14,409.52,13.220000267028809,13.229999542236328,13.1899995803833,13.220000267028809,2083.199951171875,2084.0,2078.39990234375,2078.699951171875,4161.0
2024-01-01 10:00:00+00:00,42632.78,42744.34,42630.77,42680.24,2.76749,409.3,409.84,409.14,409.52,13.220000267028809,13.229999542236328,13.1899995803833,13.220000267028809,2083.199951171875,2084.0,2078.39990234375,2078.699951171875,4161.0
2024-01-01 11:00:00+00:00,42699.79,42773.73,42598.71,42666.4,8.28961,409.3,409.84,409.14,409.52,13.220000267028809,13.229999542236328,13.1899995803833,13.220000267028809,2083.199951171875,2084.0,2078.39990234375,2078.699951171875,4161.0
2024-01-01 12:00:00+00:00,42700.0,42771.88,42612.16,42652.62,2.15425,409.3,409.84,409.14,409.52,13.220000267028809,13.229999542236328,13.1899995803833,13.220000267028809,2083.199951171875,2084.0,2078.39990234375,2078.699951171875,4161.0
2024-01-01 13:00:00+00:00,42667.63,42734.99,42611.87,42711.04,1.47947,409.3,409.84,409.14,409.52,13.220000267028809,13.229999542236328,13.1899995803833,13.220000267028809,2083.199951171875,2084.0,2078.39990234375,2078.699951171875,4161.0
2024-01-01 14:00:00+00:00,42710.01,42710.01,42590.34,42627.61,0.7773,409.3,409.84,409.14,409.52,13.220000267028809,13.229999542236328,13.1899995803833,13.220000267028809,2083.199951171875,2084.0,2078.39990234375,2078.699951171875,4161.0
2024-01-01 15:00:00+00:00,42626.65,42800.0,42592.96,42749.39,4.86048,409.3,409.84,409.14,409.52,13.220000267028809,13.229999542236328,13.1899995803833,13.220000267028809,2083.199951171875,2084.0,2078.39990234375,2078.699951171875,4161.0
2024-01-01 16:00:00+00:00,42749.32,42798.23,42622.86,42630.53,6.27413,409.3,409.84,409.14,409.52,13.220000267028809,13.229999542236328,13.1899995803833,13.220000267028809,2083.199951171875,2084.0,2078.39990234375,2078.699951171875,4161.0
2024-01-01 17:00:00+00:00,42659.98,42763.4,42630.48,42763.4,8.30072,409.3,409.84,409.14,409.52,13.220000267028809,13.229999542236328,13.1899995803833,13.220000267028809,2083.199951171875,2084.0,2078.39990234375,2078.699951171875,4161.0
2024-01-01 18:00:00+00:00,42763.4,43104.63,42734.81,43064.6,14.37447,409.3,409.84,409.14,409.52,13.220000267028809,13.229999542236328,13.1899995803833,13.220000267028809,2083.199951171875,2084.0,2078.39990234375,2078.699951171875,4161.0
2024-01-01 19:00:00+00:00,43064.6,43340.32,43064.6,43328.05,11.80566,409.3,409.84,409.14,409.52,13.220000267028809,13.229999542236328,13.1899995803833,13.220000267028809,2083.199951171875,2084.0,2078.39990234375,2078.699951171875,4161.0
2024-01-01 20:00:00+00:00,43324.45,43700.0,43283.42,43620.0,29.69828,409.3,409.84,409.14,409.52,13.220000267028809,13.229999542236328,13.1899995803833,13.220000267028809,2083.199951171875,2084.0,2078.39990234375,2078.699951171875,4161.0
2024-01-01 21:00:00+00:00,43620.0,43714.66,43464.0,43608.1,10.48332,409.3,409.84,409.14,409.52,13.220000267028809,13.229999542236328,13.1899995803833,13.220000267028809,2083.199951171875,2084.0,2078.39990234375,2078.699951171875,4161.0
2024-01-01 22:00:00+00:00,43576.31,43648.99,43394.33,43518.97,3.91021,409.3,409.84,409.14,409.52,13.220000267028809,13.229999542236328,13.1899995803833,13.220000267028809,2083.199951171875,2084.0,2078.39990234375,2078.699951171875,4161.0
2024-01-01 23:00:00+00:00,43518.97,44000.0,43400.0,43999.99,14.39633,409.3,409.84,409.14,409.52,13.220000267028809,13.229999542236328,13.1899995803833,13.220000267028809,2083.199951171875,2084.0,2078.39990234375,2078.699951171875,4161.0
2024-01-02 00:00:00+00:00,43998.83,45136.4,43961.25,45059.83,57.89726,409.3,409.84,409.14,409.52,13.220000267028809,13.229999542236328,13.1899995803833,13.220000267028809,2083.199951171875,2084.0,2078.39990234375,2078.699951171875,4161.0
