Datetime,Close,High,Low,Open
2024-01-10 16:30:00,16736.935546875,16742.119140625,16707.36328125,16716.275390625
2024-01-10 17:30:00,16753.3125,16775.494140625,16736.095703125,16737.189453125
2024-01-10 18:30:00,16798.564453125,16810.513671875,16752.7578125,16753.63671875
2024-01-10 19:30:00,16786.509765625,16827.306640625,16774.435546875,16799.828125
2024-01-10 20:30:00,16792.169921875,16797.90625,16744.46875,16786.67578125
2024-01-11 14:30:00,16749.35546875,16897.93359375,16689.625,16847.642578125
2024-01-11 15:30:00,16655.396484375,16776.654296875,16638.251953125,16748.931640625
2024-01-11 16:30:00,16647.61328125,16675.134765625,16619.5078125,16655.5390625
2024-01-11 17:30:00,16745.916015625,16753.380859375,16649.890625,16649.890625
2024-01-11 18:30:00,16802.447265625,16803.85546875,16741.96875,16745.05859375
2024-01-11 19:30:00,16803.09375,16837.90234375,16786.02734375,16802.7109375
2024-01-11 20:30:00,16818.806640625,16831.21484375,16788.744140625,16803.87890625
2024-01-12 14:30:00,16823.390625,16900.203125,16801.841796875,16852.35546875
2024-01-12 15:30:00,16843.08203125,16851.255859375,16777.583984375,16825.935546875
2024-01-12 16:30:00,16803.7265625,16844.951171875,16782.572265625,16842.48046875
2024-01-12 17:30:00,16830.263671875,16834.630859375,16794.78515625,16803.85546875
2024-01-12 18:30:00,16833.0625,16850.73046875,16825.49609375,16831.94140625
2024-01-12 19:30:00,16813.62890625,16833.25390625,16795.8359375,16833.25390625
2024-01-12 20:30:00,16829.484375,16838.62890625,16810.546875,16813.294921875
2024-01-16 14:30:00,16860.595703125,16864.265625,16728.75390625,16771.6484375
2024-01-16 15:30:00,16861.93359375,16895.060546875,16804.623046875,16860.185546875
2024-01-16 16:30:00,16784.74609375,16878.048828125,16781.244140625,16862.72265625
2024-01-16 17:30:00,16798.78515625,16808.095703125,16760.787109375,16784.640625
2024-01-16 18:30:00,16757.03125,16811.77734375,16730.833984375,16799.60546875
2024-01-16 19:30:00,16791.49609375,16806.259765625,16748.857421875,16757.9453125
2024-01-16 20:30:00,16829.462890625,16833.060546875,16786.662109375,16791.6015625
2024-01-17 14:30:00,16622.2421875,16711.619140625,16561.490234375,16711.619140625
2024-01-17 15:30:00,16689.880859375,16696.349609375,16602.38671875,16620.052734375
2024-01-17 16:30:00,16659.474609375,16708.048828125,16654.5078125,16689.708984375
2024-01-17 17:30:00,16638.474609375,16689.578125,16629.447265625,16658.720703125
2024-01-17 18:30:00,16669.57421875,16673.369140625,16605.900390625,16638.294921875
2024-01-17 19:30:00,16670.41796875,16705.9375,16666.111328125,16669.80078125
2024-01-17 20:30:00,16737.748046875,16749.0390625,16669.322265625,16670.521484375
2024-01-18 14:30:00,16904.0625,16923.5859375,16864.048828125,16893.837890625
2024-01-18 15:30:00,16956.802734375,16956.802734375,16885.640625,16905.427734375
2024-01-18 16:30:00,16894.96875,16969.859375,16869.263671875,16957.115234375
2024-01-18 17:30:00,16830.853515625,16896.390625,16818.380859375,16895.46484375
2024-01-18 18:30:00,16963.9140625,16964.09375,16829.787109375,16829.787109375
2024-01-18 19:30:00,16978.91796875,16983.529296875,16938.6953125,16963.634765625
2024-01-18 20:30:00,16981.380859375,16996.638671875,16962.09375,16979.6796875
2024-01-19 14:30:00,17089.6015625,17099.3125,17042.349609375,17065.248046875
2024-01-19 15:30:00,17128.443359375,17139.287109375,17069.470703125,17086.390625
2024-01-19 16:30:00,17156.75390625,17160.451171875,17100.80078125,17128.46484375
2024-01-19 17:30:00,17220.08984375,17225.361328125,17156.171875,17157.630859375
2024-01-19 18:30:00,17280.314453125,17298.78125,17220.818359375,17220.8828125
2024-01-19 19:30:00,17298.46875,17313.865234375,17256.677734375,17281.40625
2024-01-19 20:30:00,17310.65625,17314.736328125,17294.6875,17298.6015625
2024-01-22 14:30:00,17356.611328125,17449.001953125,17356.611328125,17407.185546875
2024-01-22 15:30:00,17364.25,17369.63671875,17311.875,17357.201171875
2024-01-22 16:30:00,17363.2421875,17383.365234375,17335.7421875,17364.9375
2024-01-22 17:30:00,17311.373046875,17369.265625,17310.390625,17363.564453125
2024-01-22 18:30:00,17333.58984375,17358.53515625,17311.109375,17311.787109375
2024-01-22 19:30:00,17358.703125,17360.48046875,17326.8203125,17334.24609375
2024-01-22 20:30:00,17329.17578125,17359.849609375,17326.76953125,17358.84375
2024-01-23 14:30:00,17338.017578125,17360.123046875,17286.775390625,17343.0390625
2024-01-23 15:30:00,17317.900390625,17352.091796875,17315.03515625,17339.173828125
2024-01-23 16:30:00,17326.12109375,17342.708984375,17306.12890625,17316.193359375
2024-01-23 17:30:00,17351.578125,17367.095703125,17321.435546875,17325.84375
2024-01-23 18:30:00,17347.5703125,17360.470703125,17336.365234375,17352.76171875
2024-01-23 19:30:00,17384.234375,17394.197265625,17340.48828125,17347.841796875
2024-01-23 20:30:00,17401.93359375,17410.494140625,17372.849609375,17382.7734375
2024-01-24 14:30:00,17590.7890625,17591.802734375,17515.49609375,17557.568359375
2024-01-24 15:30:00,17583.986328125,17635.740234375,17567.208984375,17592.044921875
2024-01-24 16:30:00,17637.84375,17644.8203125,17579.353515625,17583.611328125
2024-01-24 17:30:00,17632.314453125,17665.21875,17600.982421875,17638.986328125
2024-01-24 18:30:00,17522.87109375,17633.857421875,17513.015625,17632.671875
2024-01-24 19:30:00,17492.828125,17566.125,17492.828125,17523.107421875
2024-01-24 20:30:00,17498.36328125,17539.451171875,17482.234375,17493.28515625
2024-01-25 14:30:00,17610.228515625,17614.67578125,17538.39453125,17584.091796875
2024-01-25 15:30:00,17605.228515625,17616.3984375,17566.1796875,17611.869140625
2024-01-25 16:30:00,17560.02734375,17631.236328125,17552.138671875,17605.896484375
2024-01-25 17:30:00,17509.890625,17563.974609375,17497.125,17560.03125
2024-01-25 18:30:00,17457.4453125,17525.703125,17430.623046875,17508.51953125
2024-01-25 19:30:00,17480.6015625,17499.6875,17446.13671875,17458.09375
2024-01-25 20:30:00,17519.72265625,17519.72265625,17477.255859375,17481.064453125
2024-01-26 14:30:00,17466.572265625,17466.572265625,17397.103515625,17433.583984375
2024-01-26 15:30:00,17497.716796875,17513.546875,17465.884765625,17465.884765625
2024-01-26 16:30:00,17486.4765625,17514.517578125,17466.14453125,17498.20703125
2024-01-26 17:30:00,17427.76171875,17486.7890625,17405.654296875,17486.7890625
2024-01-26 18:30:00,17416.33984375,17432.642578125,17395.705078125,17428.470703125
2024-01-26 19:30:00,17425.80859375,17459.6875,17406.421875,17416.11328125
2024-01-26 20:30:00,17417.169921875,17428.982421875,17406.14453125,17425.5703125
2024-01-29 14:30:00,17435.142578125,17470.962890625,17418.90234375,17438.255859375
2024-01-29 15:30:00,17448.236328125,17449.90234375,17419.70703125,17436.302734375
2024-01-29 16:30:00,17482.767578125,17493.1484375,17446.03125,17449.390625
2024-01-29 17:30:00,17485.390625,17495.80859375,17470.95703125,17483.748046875
2024-01-29 18:30:00,17507.01171875,17510.33984375,17474.251953125,17485.62109375
2024-01-29 19:30:00,17592.26171875,17603.833984375,17506.17578125,17507.607421875
2024-01-29 20:30:00,17596.3984375,17601.17578125,17570.0625,17593.697265625
2024-01-30 14:30:00,17546.455078125,17578.45703125,17516.51953125,17562.1953125
2024-01-30 15:30:00,17533.375,17557.154296875,17510.869140625,17547.763671875
2024-01-30 16:30:00,17477.744140625,17542.875,17476.861328125,17534.4921875
2024-01-30 17:30:00,17488.482421875,17488.990234375,17448.220703125,17477.6875
2024-01-30 18:30:00,17475.544921875,17492.44140625,17444.025390625,17489.595703125
2024-01-30 19:30:00,17492.37109375,17498.67578125,17470.404296875,17476.125
2024-01-30 20:30:00,17478.462890625,17494.861328125,17471.318359375,17493.095703125
2024-01-31 14:30:00,17222.779296875,17323.626953125,17221.01953125,17277.845703125
2024-01-31 15:30:00,17229.890625,17245.693359375,17183.98828125,17224.44921875
2024-01-31 16:30:00,17253.27734375,17264.65234375,17220.0546875,17231.634765625
2024-01-31 17:30:00,17273.05078125,17297.3671875,17231.728515625,17252.951171875
2024-01-31 18:30:00,17228.9296875,17289.3046875,17213.078125,17273.923828125
2024-01-31 19:30:00,17195.19140625,17374.978515625,17148.115234375,17229.099609375
2024-01-31 20:30:00,17137.7734375,17196.455078125,17128.78125,17193.265625
2024-02-01 14:30:00,17268.888671875,17268.888671875,17183.376953125,17218.578125
2024-02-01 15:30:00,17185.767578125,17272.9921875,17175.828125,17266.9296875
2024-02-01 16:30:00,17251.173828125,17291.423828125,17186.28515625,17186.28515625
2024-02-01 17:30:00,17275.21875,17314.681640625,17240.07421875,17251.388671875
2024-02-01 18:30:00,17299.8984375,17311.55859375,17252.98828125,17274.96484375
2024-02-01 19:30:00,17343.716796875,17351.955078125,17288.505859375,17299.59765625
2024-02-01 20:30:00,17342.9140625,17356.76171875,17312.306640625,17345.787109375
2024-02-02 14:30:00,17491.517578125,17532.822265625,17382.001953125,17417.9296875
2024-02-02 15:30:00,17579.384765625,17579.384765625,17464.3515625,17493.302734375
2024-02-02 16:30:00,17654.94921875,17655.62109375,17579.8125,17584.408203125
2024-02-02 17:30:00,17614.982421875,17663.3828125,17578.314453125,17656.349609375
2024-02-02 18:30:00,17655.048828125,17673.802734375,17594.748046875,17615.197265625
2024-02-02 19:30:00,17671.615234375,17680.228515625,17646.0078125,17654.443359375
2024-02-02 20:30:00,17640.16015625,17680.71875,17640.16015625,17671.439453125
2024-02-05 14:30:00,17536.99609375,17650.748046875,17514.724609375,17638.05859375
2024-02-05 15:30:00,17524.564453125,17542.15234375,17469.6875,17536.58203125
2024-02-05 16:30:00,17598.216796875,17598.99609375,17523.501953125,17523.501953125
2024-02-05 17:30:00,17595.4375,17628.240234375,17595.169921875,17600.462890625
2024-02-05 18:30:00,17622.689453125,17627.0546875,17592.201171875,17592.748046875
2024-02-05 19:30:00,17623.576171875,17655.763671875,17586.103515625,17623.0
2024-02-05 20:30:00,17607.322265625,17637.9296875,17607.322265625,17624.578125
2024-02-06 14:30:00,17535.443359375,17680.6171875,17516.876953125,17669.671875
2024-02-06 15:30:00,17566.90234375,17567.5,17528.791015625,17533.66796875
2024-02-06 16:30:00,17514.076171875,17571.939453125,17475.47265625,17566.74609375
2024-02-06 17:30:00,17519.2890625,17525.740234375,17495.755859375,17515.921875
2024-02-06 18:30:00,17507.818359375,17543.419921875,17480.0,17520.0625
2024-02-06 19:30:00,17547.990234375,17563.16796875,17506.423828125,17507.591796875
2024-02-06 20:30:00,17571.6640625,17572.111328125,17514.833984375,17546.75
2024-02-07 14:30:00,17774.826171875,17774.826171875,17638.236328125,17670.62109375
2024-02-07 15:30:00,17739.283203125,17784.169921875,17722.994140625,17774.9921875
2024-02-07 16:30:00,17734.369140625,17762.412109375,17716.158203125,17742.2734375
2024-02-07 17:30:00,17758.091796875,17758.234375,17697.947265625,17734.447265625
2024-02-07 18:30:00,17752.171875,17769.57421875,17745.47265625,17760.43359375
2024-02-07 19:30:00,17766.5,17777.447265625,17746.169921875,17752.697265625
2024-02-07 20:30:00,17753.52734375,17770.228515625,17745.0,17767.173828125
2024-02-08 14:30:00,17760.2421875,17782.638671875,17729.109375,17753.76171875
2024-02-08 15:30:00,17782.494140625,17810.21484375,17747.62890625,17760.775390625
2024-02-08 16:30:00,17811.072265625,17813.9609375,17782.146484375,17782.96484375
2024-02-08 17:30:00,17800.681640625,17811.193359375,17771.3671875,17810.287109375
2024-02-08 18:30:00,17763.875,17808.904296875,17762.623046875,17801.958984375
2024-02-08 19:30:00,17792.26953125,17796.55078125,17749.6640625,17763.162109375
2024-02-08 20:30:00,17784.33984375,17795.87890625,17767.3984375,17792.400390625
2024-02-09 14:30:00,17891.146484375,17891.869140625,17798.92578125,17824.654296875
2024-02-09 15:30:00,17902.619140625,17926.330078125,17885.193359375,17894.53125
2024-02-09 16:30:00,17920.04296875,17923.046875,17889.3046875,17902.685546875
2024-02-09 17:30:00,17953.548828125,17956.4453125,17915.10546875,17920.138671875
2024-02-09 18:30:00,17968.55859375,17969.15234375,17946.474609375,17953.822265625
2024-02-09 19:30:00,17960.853515625,17987.828125,17953.49609375,17969.560546875
2024-02-09 20:30:00,17958.60546875,17966.298828125,17950.904296875,17959.51171875
2024-02-12 14:30:00,17957.353515625,17976.681640625,17928.732421875,17939.994140625
2024-02-12 15:30:00,18013.8203125,18018.376953125,17953.994140625,17956.197265625
2024-02-12 16:30:00,18001.3671875,18041.23046875,17992.67578125,18014.2421875
2024-02-12 17:30:00,17980.0625,18030.5,17979.84375,18001.34765625
2024-02-12 18:30:00,17899.98828125,17979.279296875,17862.041015625,17979.279296875
2024-02-12 19:30:00,17897.333984375,17910.681640625,17867.0859375,17896.283203125
2024-02-12 20:30:00,17885.044921875,17902.95703125,17874.234375,17897.173828125
2024-02-13 14:30:00,17665.5390625,17665.5390625,17524.578125,17527.193359375
2024-02-13 15:30:00,17681.263671875,17716.59765625,17658.203125,17668.681640625
2024-02-13 16:30:00,17620.25,17694.724609375,17617.287109375,17681.041015625
2024-02-13 17:30:00,17613.9140625,17655.5,17597.4140625,17621.044921875
2024-02-13 18:30:00,17545.009765625,17617.904296875,17525.962890625,17612.892578125
2024-02-13 19:30:00,17501.970703125,17577.75390625,17478.2421875,17544.78125
2024-02-13 20:30:00,17603.02734375,17604.52734375,17497.8984375,17502.72265625
2024-02-14 14:30:00,17762.62890625,17768.931640625,17676.75390625,17733.564453125
2024-02-14 15:30:00,17678.822265625,17766.67578125,17636.3828125,17766.67578125
2024-02-14 16:30:00,17686.408203125,17692.248046875,17619.921875,17678.892578125
2024-02-14 17:30:00,17685.8515625,17713.80078125,17670.837890625,17688.28125
2024-02-14 18:30:00,17705.498046875,17736.763671875,17662.9375,17687.7109375
2024-02-14 19:30:00,17764.6015625,17767.95703125,17701.970703125,17705.76171875
2024-02-14 20:30:00,17806.37109375,17814.48046875,17752.943359375,17767.958984375
2024-02-15 14:30:00,17756.03515625,17836.595703125,17739.103515625,17824.439453125
2024-02-15 15:30:00,17765.267578125,17788.791015625,17722.314453125,17761.51171875
2024-02-15 16:30:00,17801.6953125,17806.35546875,17754.814453125,17765.404296875
2024-02-15 17:30:00,17853.626953125,17853.626953125,17787.171875,17802.5546875
2024-02-15 18:30:00,17841.564453125,17864.44140625,17818.7734375,17858.98828125
2024-02-15 19:30:00,17829.533203125,17860.71484375,17810.470703125,17841.94921875
2024-02-15 20:30:00,17847.68359375,17851.146484375,17818.158203125,17829.462890625
2024-02-16 14:30:00,17706.544921875,17861.0078125,17663.3984375,17853.169921875
2024-02-16 15:30:00,17802.328125,17809.96484375,17683.240234375,17704.73828125
2024-02-16 16:30:00,17816.251953125,17827.17578125,17786.939453125,17804.328125
2024-02-16 17:30:00,17771.583984375,17821.400390625,17746.1484375,17816.775390625
2024-02-16 18:30:00,17825.611328125,17837.912109375,17767.162109375,17770.912109375
2024-02-16 19:30:00,17726.76953125,17828.48046875,17702.8359375,17826.92578125
2024-02-16 20:30:00,17683.689453125,17730.3828125,17664.736328125,17727.298828125
2024-02-20 14:30:00,17450.177734375,17655.67578125,17448.3515625,17597.677734375
2024-02-20 15:30:00,17513.453125,17539.048828125,17427.080078125,17447.087890625
2024-02-20 16:30:00,17416.3046875,17513.6328125,17405.115234375,17513.6328125
2024-02-20 17:30:00,17436.431640625,17471.421875,17399.44921875,17416.693359375
2024-02-20 18:30:00,17478.517578125,17483.103515625,17422.671875,17436.392578125
2024-02-20 19:30:00,17527.431640625,17530.115234375,17469.4375,17478.58984375
2024-02-20 20:30:00,17550.767578125,17550.767578125,17472.984375,17527.3203125
2024-02-21 14:30:00,17419.56640625,17460.47265625,17390.67578125,17415.373046875
2024-02-21 15:30:00,17432.408203125,17456.3671875,17400.111328125,17418.94921875
2024-02-21 16:30:00,17391.470703125,17450.53125,17380.345703125,17432.689453125
2024-02-21 17:30:00,17397.685546875,17424.671875,17375.609375,17391.537109375
2024-02-21 18:30:00,17355.7421875,17422.26953125,17342.3984375,17397.841796875
2024-02-21 19:30:00,17359.853515625,17362.39453125,17319.4375,17354.49609375
2024-02-21 20:30:00,17478.224609375,17480.203125,17360.83984375,17361.646484375
2024-02-22 14:30:00,17902.2109375,17916.01171875,17808.259765625,17857.814453125
2024-02-22 15:30:00,17905.130859375,17923.2421875,17849.720703125,17903.140625
2024-02-22 16:30:00,17938.84375,17940.646484375,17889.951171875,17906.6015625
2024-02-22 17:30:00,17971.494140625,17974.275390625,17925.18359375,17939.71484375
2024-02-22 18:30:00,18033.69140625,18033.7578125,17967.43359375,17973.4375
2024-02-22 19:30:00,18008.150390625,18034.8046875,17985.875,18034.68359375
2024-02-22 20:30:00,17998.548828125,18032.9453125,17995.107421875,18009.185546875
2024-02-23 14:30:00,18002.251953125,18090.5234375,17999.369140625,18053.310546875
2024-02-23 15:30:00,17959.748046875,18022.3515625,17902.77734375,18001.326171875
2024-02-23 16:30:00,17972.6796875,18011.1640625,17942.2265625,17957.078125
2024-02-23 17:30:00,18004.15234375,18010.751953125,17951.236328125,17972.79296875
2024-02-23 18:30:00,17947.837890625,18009.1484375,17944.056640625,18004.60546875
2024-02-23 19:30:00,17925.29296875,17973.0546875,17922.875,17949.255859375
2024-02-23 20:30:00,17937.283203125,17968.912109375,17918.40625,17925.744140625
2024-02-26 14:30:00,17976.5,18008.888671875,17927.05078125,17972.9609375
2024-02-26 15:30:00,17971.544921875,17993.3046875,17952.330078125,17977.783203125
2024-02-26 16:30:00,18004.76171875,18010.16015625,17970.443359375,17970.443359375
2024-02-26 17:30:00,17955.23828125,18013.861328125,17954.396484375,18005.005859375
2024-02-26 18:30:00,17985.265625,17988.8359375,17937.24609375,17952.798828125
2024-02-26 19:30:00,17968.466796875,17993.3515625,17961.453125,17985.84375
2024-02-26 20:30:00,17931.814453125,17974.083984375,17930.5625,17968.84375
2024-02-27 14:30:00,17966.462890625,17987.365234375,17902.62109375,17959.27734375
2024-02-27 15:30:00,17934.923828125,17977.525390625,17934.486328125,17967.87109375
2024-02-27 16:30:00,17933.0546875,17964.501953125,17923.775390625,17932.892578125
2024-02-27 17:30:00,17900.87890625,17939.52734375,17871.056640625,17932.96484375
2024-02-27 18:30:00,17962.25,17963.234375,17898.2265625,17899.9765625
2024-02-27 19:30:00,17981.203125,17984.638671875,17962.587890625,17962.884765625
2024-02-27 20:30:00,17974.4765625,17982.439453125,17958.12109375,17980.837890625
2024-02-28 14:30:00,17859.896484375,17900.03125,17840.76171875,17898.130859375
2024-02-28 15:30:00,17918.21875,17923.802734375,17858.1328125,17858.1328125
2024-02-28 16:30:00,17891.57421875,17930.9296875,17889.498046875,17919.4921875
2024-02-28 17:30:00,17897.55859375,17898.80078125,17855.83984375,17890.416015625
2024-02-28 18:30:00,17870.328125,17910.619140625,17868.576171875,17898.751953125
2024-02-28 19:30:00,17885.083984375,17885.3125,17846.765625,17869.998046875
2024-02-28 20:30:00,17876.806640625,17888.767578125,17852.51953125,17883.875
2024-02-29 14:30:00,17979.080078125,18028.068359375,17947.98046875,17999.08203125
2024-02-29 15:30:00,17942.5625,17996.453125,17935.919921875,17980.416015625
2024-02-29 16:30:00,17933.919921875,17959.294921875,17866.42578125,17937.0
2024-02-29 17:30:00,18004.626953125,18006.255859375,17934.369140625,17934.369140625
2024-02-29 18:30:00,17987.1328125,18016.12109375,17980.943359375,18005.16796875
2024-02-29 19:30:00,18009.00390625,18010.392578125,17972.9609375,17987.14453125
2024-02-29 20:30:00,18038.927734375,18067.529296875,18006.46484375,18008.951171875
2024-03-01 14:30:00,18143.857421875,18154.8125,18065.453125,18074.26953125
2024-03-01 15:30:00,18193.1796875,18204.626953125,18115.44140625,18144.806640625
2024-03-01 16:30:00,18228.60546875,18233.40234375,18173.3046875,18194.564453125
2024-03-01 17:30:00,18279.6484375,18280.494140625,18222.75390625,18229.732421875
2024-03-01 18:30:00,18329.59375,18329.59375,18276.197265625,18280.00390625
2024-03-01 19:30:00,18307.021484375,18332.87109375,18285.900390625,18329.880859375
2024-03-01 20:30:00,18304.80859375,18309.3125,18293.912109375,18307.7890625
2024-03-04 14:30:00,18255.701171875,18295.09375,18248.3125,18281.1484375
2024-03-04 15:30:00,18271.318359375,18299.44140625,18253.857421875,18255.572265625
2024-03-04 16:30:00,18289.521484375,18291.10546875,18247.791015625,18271.646484375
2024-03-04 17:30:00,18253.892578125,18294.9140625,18239.939453125,18290.322265625
2024-03-04 18:30:00,18268.67578125,18280.171875,18252.43359375,18253.03125
2024-03-04 19:30:00,18288.708984375,18313.427734375,18267.001953125,18268.466796875
2024-03-04 20:30:00,18227.9453125,18295.31640625,18218.798828125,18288.6484375
2024-03-05 14:30:00,17931.23046875,18097.5,17926.919921875,18084.1640625
2024-03-05 15:30:00,17926.890625,17932.90625,17883.6328125,17926.64453125
2024-03-05 16:30:00,17945.298828125,17945.53515625,17882.525390625,17926.072265625
2024-03-05 17:30:00,17893.884765625,17947.392578125,17881.587890625,17945.7265625
2024-03-05 18:30:00,17867.765625,17906.71875,17850.8203125,17893.642578125
2024-03-05 19:30:00,17810.1015625,17868.27734375,17805.953125,17867.90234375
2024-03-05 20:30:00,17898.28125,17904.138671875,17804.8828125,17809.748046875
2024-03-06 14:30:00,17990.166015625,18097.31640625,17942.7578125,18082.52734375
2024-03-06 15:30:00,18067.515625,18079.626953125,17976.974609375,17986.357421875
2024-03-06 16:30:00,18127.5,18133.068359375,18037.408203125,18069.669921875
2024-03-06 17:30:00,18123.962890625,18142.71484375,18094.4453125,18127.54296875
2024-03-06 18:30:00,18048.5703125,18127.28515625,17984.9140625,18124.826171875
2024-03-06 19:30:00,17989.41796875,18058.7109375,17968.806640625,18049.67578125
2024-03-06 20:30:00,18015.8046875,18033.14453125,17960.974609375,17990.05078125
2024-03-07 14:30:00,18217.009765625,18217.009765625,18101.86328125,18157.5
2024-03-07 15:30:00,18267.60546875,18268.625,18200.2734375,18219.39453125
2024-03-07 16:30:00,18291.015625,18305.267578125,18239.7265625,18265.509765625
2024-03-07 17:30:00,18306.443359375,18306.66015625,18266.779296875,18288.60546875
2024-03-07 18:30:00,18319.6484375,18337.90234375,18302.142578125,18309.015625
2024-03-07 19:30:00,18282.84765625,18334.419921875,18271.97265625,18318.806640625
2024-03-07 20:30:00,18301.642578125,18320.638671875,18281.876953125,18281.876953125
2024-03-08 14:30:00,18408.609375,18415.48046875,18277.2578125,18315.09375
2024-03-08 15:30:00,18178.6328125,18416.7265625,18174.796875,18413.630859375
2024-03-08 16:30:00,18166.224609375,18209.201171875,18113.978515625,18177.0703125
2024-03-08 17:30:00,18042.9375,18177.4375,18030.896484375,18168.794921875
2024-03-08 18:30:00,18098.640625,18106.05078125,17995.5703125,18039.802734375
2024-03-08 19:30:00,18036.4609375,18155.275390625,18034.7109375,18100.96484375
2024-03-08 20:30:00,18020.671875,18068.74609375,18020.671875,18030.685546875
2024-03-11 13:30:00,17910.8828125,17982.15234375,17873.427734375,17968.41796875
2024-03-11 14:30:00,17914.408203125,17999.626953125,17910.681640625,17912.013671875
2024-03-11 15:30:00,17955.86328125,17982.35546875,17905.4375,17915.578125
2024-03-11 16:30:00,17974.060546875,17979.25390625,17931.572265625,17959.712890625
2024-03-11 17:30:00,17974.916015625,17986.201171875,17927.185546875,17975.541015625
2024-03-11 18:30:00,17942.0546875,18002.453125,17937.033203125,17976.037109375
2024-03-11 19:30:00,17953.337890625,17972.875,17933.291015625,17941.58984375
2024-03-12 13:30:00,18105.080078125,18105.080078125,17919.716796875,18066.431640625
2024-03-12 14:30:00,18193.142578125,18193.587890625,18109.78515625,18109.78515625
2024-03-12 15:30:00,18124.39453125,18193.05078125,18117.54296875,18193.05078125
2024-03-12 16:30:00,18122.9453125,18139.876953125,18069.998046875,18123.93359375
2024-03-12 17:30:00,18179.466796875,18179.466796875,18120.76171875,18123.236328125
2024-03-12 18:30:00,18206.173828125,18209.52734375,18152.193359375,18180.123046875
2024-03-12 19:30:00,18217.638671875,18228.369140625,18197.56640625,18206.61328125
2024-03-13 13:30:00,18092.4765625,18162.166015625,18052.59765625,18155.333984375
2024-03-13 14:30:00,18065.73828125,18126.130859375,18063.078125,18087.486328125
